Street,City,Area_detail,Rooms,Bathrooms,Parking_spaces,Price,Is_mensal,Neighborhood
Rua Luís César Pannain,São Paulo,340,3,6,4,2700000,False,Alto da Lapa
Rua Guaones,São Paulo,600,4,7,6,5000000,False,Jardim Guedala
Avenida Valentim Gentil,São Paulo,500,5,5,5,22000,True,Butantã
,São Paulo,450,4,5,6,20000,True,Retiro Morumbi
Rua dos Viajantes,São Paulo,165,4,5,2,980000,False,Vila Monumento
,São Paulo,580,5,7,8,3000000,False,Caxingui
Rua Espírito Santo,São Paulo,200,3,4,6,1200000,False,Aclimação
Rua Doutor Luís Augusto de Queirós Aranha,São Paulo,147,3,3,2,1200000,False,Vila Madalena
Rua Caçador de Esmeraldas,São Paulo,165,2,2,2,840000,False,Vila São José
Rua Jaime Cortezão,São Paulo,636,6,5,4,4412000,False,Granja Julieta
Avenida Engenheiro Saraiva de Oliveira,São Paulo,200,4,4,3,4500,True,Jardim Taboão
,São Paulo,679,4,5,4,3500000,False,Jardim Everest
Rua Dom Luís Felipe de Orleans,São Paulo,100,2,2,1,499998,False,Vila Maria Baixa
Rua Teodoro Ramos,São Paulo,280,3,3,4,2850000,False,Pacaembu
Rua Horácio Bandieri,São Paulo,1050,5,10,6,7500000,False,Jardim Leonor
Alameda Campinas,São Paulo,173,2,2,2,3540000,False,Jardim Paulista
,São Paulo,240,3,4,2,2250000,False,Brooklin Paulista
Rua Princesa Isabel,São Paulo,80,2,2,2,850000,False,Campo Belo
Rua Joel Jorge de Melo,São Paulo,90,2,2,1,799000,False,Vila Mariana
,São Paulo,383,4,4,4,3500000,False,Vila Madalena
Praça Cruzador Bahia,São Paulo,300,4,5,4,1950000,False,Vila Inah
,São Paulo,150,2,3,2,12000,True,Sumaré
Rua Campo Verde,São Paulo,329,4,6,4,6500000,False,Jardim Europa
Travessa Doutor Ezequiel Antunes de Oliveira,São Paulo,170,3,5,3,2850000,False,Vila Nova Conceição
,São Paulo,188,3,5,5,950000,False,Vila Andrade
,São Paulo,140,3,2,3,800000,False,Jardim da Saúde
Rua João de Sousa Dias,São Paulo,100,3,3,1,1200000,False,Campo Belo
Rua Peixe Vivo,São Paulo,339,3,2,3,720000,False,Jardim Santa Helena
Rua Banibás,São Paulo,496,5,6,7,6800000,False,Alto de Pinheiros
Rua Majubim,São Paulo,118,3,4,2,1200000,False,Alto da Lapa
Avenida Morumbi,São Paulo,800,7,7,4,3500000,False,Morumbi
Rua Pedro Teixeira,São Paulo,130,3,2,1,1100000,False,Vila Olímpia
Rua Heitor Peixoto,São Paulo,220,3,4,1,1000000,False,Cambuci
,São Paulo,150,2,3,1,2500000,False,Vila Nova Conceição
Rua Honduras,São Paulo,1000,5,6,7,8000000,False,Jardim Paulista
Rua Comendador Elias Zarzur,São Paulo,500,4,10,50,3700000,False,Santo Amaro
Rua Winifred,São Paulo,147,3,3,2,1300000,False,Vila Carrão
Rua Espírito Santo,São Paulo,250,6,4,2,1940000,False,Aclimação
Rua Januário Miraglia,São Paulo,240,1,3,3,6000000,False,Vila Nova Conceição
Rua Corneteiro Jesus,São Paulo,170,3,5,2,1290000,False,Água Fria
Rua Doutor Jacques Tupinambá,São Paulo,103,3,2,2,390000,False,Vila Baby
,São Paulo,200,3,5,3,2500000,False,Pinheiros
,São Paulo,440,4,4,6,1980000,False,Santo Amaro
,São Paulo,359,4,5,4,3400000,False,Pacaembu
Rua Argentina,São Paulo,1100,5,6,8,30000000,False,Jardim América
Rua São Fortunato,São Paulo,320,3,3,2,1290000,False,Interlagos
,São Paulo,169,3,4,4,970000,False,Jardim Colombo
Rua Maria Curupaiti,São Paulo,109,3,2,1,800000,False,Vila Ester
Rua Pongada,São Paulo,410,4,6,4,15000,True,Jardim Panorama
,São Paulo,800,5,7,6,4000000,False,Jardim Guedala
Rua Próspero Cesarino Paoliello,São Paulo,130,2,2,2,640000,False,Conjunto Residencial Butantã
Rua dos Jequitibás,São Paulo,760,4,1,4,3500000,False,Jardim Oriental
Rua Doutor Olívio Uzeda Moreira,São Paulo,120,2,2,1,1900000,False,Alto da Lapa
,São Paulo,180,3,2,2,870000,False,Vila Mariana
Rua José Ricardo Athayde Marcondes,São Paulo,273,3,5,3,2500000,False,Vila Sônia
,São Paulo,496,4,1,4,3000000,False,Jardim Guedala
Rua Santos Dumont,São Paulo,567,5,9,4,3490000,False,Jardim Petrópolis
,São Paulo,184,3,4,4,1700000,False,Vila Cordeiro
Rua Jaguanambi,São Paulo,456,4,8,3,2590000,False,Cidade Jardim
Rua Albina Barbosa,São Paulo,240,4,4,3,1999900,False,Aclimação
Rua Silveira Sampaio,São Paulo,1000,5,7,4,6500000,False,Fazenda Morumbi
Rua Duílio Santo Suosso,São Paulo,180,4,5,6,1360000,False,Jardim Tenani
Rua Padre Manuel Luís de Vergueiro,São Paulo,220,3,2,4,500000,False,Vila Antonieta
Rua Laiana,São Paulo,360,3,7,6,5500000,False,Alto de Pinheiros
Rua Joazeiro,São Paulo,550,3,7,6,3600000,False,Sumaré
Rua Godói Preto,São Paulo,180,5,3,5,1600000,False,Brás
Rua Xerentes,São Paulo,160,3,1,1,1590000,False,Pompeia
,São Paulo,180,4,3,5,3500,True,Saúde
Rua João Batista Leme da Silva,São Paulo,174,4,4,2,1219000,False,Vila Madalena
,São Paulo,890,3,4,8,65000,True,Jardim América
Rua Santo Eufredo,São Paulo,763,4,5,5,5400000,False,Jardim Guedala
,São Paulo,120,2,2,2,650000,False,Vila Nair
,São Paulo,169,3,4,2,1250000,False,Vila Cordeiro
Rua Tomé Portes,São Paulo,650,4,5,6,10000,True,Brooklin Paulista
,São Paulo,260,3,3,3,1500000,False,Vila Progredior
Rua Marie Nader Calfat,São Paulo,20,3,2,2,800000,False,Jardim Ampliação
Rua Blumenau,São Paulo,125,3,4,2,695000,False,Vila Leopoldina
,São Paulo,189,4,5,3,799000,False,Jardim Monte Kemel
Avenida Parada Pinto,São Paulo,280,3,3,6,4000,True,Vila Nova Cachoeirinha
,São Paulo,260,3,3,3,720000,False,Quinta da Paineira
Rua Caropá,São Paulo,217,4,5,4,1800000,False,Vila Madalena
Rua Plínio Salgado,São Paulo,151,2,2,3,1500000,False,Jardim Peri Peri
Rua Frederico Von Martius,São Paulo,300,3,5,2,1399900,False,Vila Monumento
,São Paulo,600,3,3,4,28000,True,Jardim América
Rua Amílcar Barbuy,São Paulo,180,4,5,3,1200000,False,Parque São Domingos
Rua Colatino Marques,São Paulo,320,3,5,2,17000,True,Jardim Paulista
Rua Almirante Pereira Guimarães,São Paulo,700,5,5,16,5897000,False,Pacaembu
Rua Demóstenes,São Paulo,119,2,2,2,850000,False,Campo Belo
Rua Pero Correia,São Paulo,296,4,6,3,1300000,False,Vila Mariana
Rua Ita,São Paulo,135,3,2,2,499000,False,Vila Santos
Rua Marcelino Champagnat,São Paulo,250,4,4,2,1600000,False,Jardim da Glória
Rua General Manuel Vargas,São Paulo,96,3,1,2,658000,False,Cidade Vargas
,São Paulo,200,3,3,2,997000,False,Perdizes
,São Paulo,454,3,5,3,3300000,False,Chácara Monte Alegre
Praça Pinheiro da Cunha,São Paulo,174,3,3,4,900000,False,Ipiranga
Rua Caixanas,São Paulo,551,4,8,6,5000000,False,Jardim Guedala
Rua Cambará,São Paulo,170,3,4,4,1050000,False,Vila Bertioga
,São Paulo,550,4,5,4,3500000,False,Jardim Leonor
Rua Agostinho Gomes,São Paulo,150,2,3,2,1020000,False,Ipiranga
Rua Conselheiro Torres Homem,São Paulo,250,4,5,4,4900000,False,Jardim Paulista
Rua Groenlândia,São Paulo,815,4,8,4,25000000,False,Jardim América
,São Paulo,378,10,8,8,950000,False,Jardim Gonzaga
Rua Palmares,São Paulo,315,4,5,5,1700000,False,Brooklin Paulista
,São Paulo,223,4,3,3,1900010,False,Vila Madalena
Rua Nestor Moreira,São Paulo,234,3,1,2,1500000,False,Jardim da Glória
,São Paulo,90,3,2,1,600000,False,Liberdade
Rua Amsterdam,São Paulo,124,3,2,2,600000,False,Vila Campestre
,São Paulo,190,3,3,4,1500000,False,Jardim Campo Grande
Rua Colombo Florence,São Paulo,370,3,3,6,930000,False,Parque Fongaro
Rua Geórgia,São Paulo,320,4,6,5,12000,True,Brooklin Paulista
Rua Dom Sebastião do Rego,São Paulo,174,3,2,2,750000,False,Vila Gumercindo
Rua Nova York,São Paulo,350,3,1,3,2500000,False,Brooklin Paulista
Avenida Amarilis,São Paulo,840,4,7,8,5900000,False,Cidade Jardim
,São Paulo,350,3,3,8,1200000,False,Vila Carrão
Rua Joaquim de Almeida,São Paulo,90,3,1,2,1100000,False,Mirandópolis
Rua Perucaba,São Paulo,290,2,3,5,1700000,False,Tatuapé
,São Paulo,300,4,5,6,2450000,False,Pacaembu
,São Paulo,490,5,5,10,2400000,False,Vila Ida
Rua Messina,São Paulo,260,3,5,6,1600000,False,Jardim Leonor Mendes de Barros
,São Paulo,890,3,4,8,65000,True,Jardim América
Rua Santo Eufredo,São Paulo,763,4,5,5,5400000,False,Jardim Guedala
,São Paulo,120,2,2,2,650000,False,Vila Nair
,São Paulo,169,3,4,2,1250000,False,Vila Cordeiro
Rua Tomé Portes,São Paulo,650,4,5,6,10000,True,Brooklin Paulista
,São Paulo,260,3,3,3,1500000,False,Vila Progredior
Rua Marie Nader Calfat,São Paulo,20,3,2,2,800000,False,Jardim Ampliação
Rua Blumenau,São Paulo,125,3,4,2,695000,False,Vila Leopoldina
,São Paulo,189,4,5,3,799000,False,Jardim Monte Kemel
Avenida Parada Pinto,São Paulo,280,3,3,6,4000,True,Vila Nova Cachoeirinha
,São Paulo,260,3,3,3,720000,False,Quinta da Paineira
Rua Caropá,São Paulo,217,4,5,4,1800000,False,Vila Madalena
Rua Tomé Portes,São Paulo,266,4,5,2,1500000,False,Brooklin Paulista
Avenida Padre Pereira de Andrade,São Paulo,312,3,4,5,3150000,False,Boaçava
Rua Plínio Salgado,São Paulo,151,2,2,3,1500000,False,Jardim Peri Peri
Rua Frederico Von Martius,São Paulo,300,3,5,2,1399900,False,Vila Monumento
,São Paulo,600,3,3,4,28000,True,Jardim América
Rua Amílcar Barbuy,São Paulo,180,4,5,3,1200000,False,Parque São Domingos
Rua Colatino Marques,São Paulo,320,3,5,2,17000,True,Jardim Paulista
Rua Almirante Pereira Guimarães,São Paulo,700,5,5,16,5897000,False,Pacaembu
Rua Demóstenes,São Paulo,119,2,2,2,850000,False,Campo Belo
Rua Pero Correia,São Paulo,296,4,6,3,1300000,False,Vila Mariana
Rua Ita,São Paulo,135,3,2,2,499000,False,Vila Santos
Rua Ubaíra,São Paulo,200,3,4,4,1990000,False,Indianópolis
Rua Marcelino Champagnat,São Paulo,250,4,4,2,1600000,False,Jardim da Glória
Rua General Manuel Vargas,São Paulo,96,3,1,2,658000,False,Cidade Vargas
,São Paulo,200,3,3,2,997000,False,Perdizes
,São Paulo,454,3,5,3,3300000,False,Chácara Monte Alegre
Praça Pinheiro da Cunha,São Paulo,174,3,3,4,900000,False,Ipiranga
Rua Caixanas,São Paulo,551,4,8,6,5000000,False,Jardim Guedala
Rua Cambará,São Paulo,170,3,4,4,1050000,False,Vila Bertioga
,São Paulo,550,4,5,4,3500000,False,Jardim Leonor
Rua Agostinho Gomes,São Paulo,150,2,3,2,1020000,False,Ipiranga
Rua Conselheiro Torres Homem,São Paulo,250,4,5,4,4900000,False,Jardim Paulista
Rua Groenlândia,São Paulo,815,4,8,4,25000000,False,Jardim América
,São Paulo,378,10,8,8,950000,False,Jardim Gonzaga
Avenida Professor Fonseca Rodrigues,São Paulo,566,4,5,4,8599000,False,Alto de Pinheiros
Rua Ascânio,São Paulo,180,3,1,2,586000,False,Chácara Mafalda
,São Paulo,717,4,4,4,18500,True,Jardim dos Estados
Avenida Professor Fonseca Rodrigues,São Paulo,627,4,6,4,7600000,False,Alto de Pinheiros
,São Paulo,170,2,3,2,1690000,False,Vila Madalena
Rua Desembargador Teodomiro Dias,São Paulo,110,3,1,1,700000,False,Conjunto Residencial Butantã
Rua Guinle,São Paulo,198,4,2,3,1600000,False,Vila Monumento
Rua Ribeiro do Vale,São Paulo,230,3,2,5,1700000,False,Brooklin Paulista
Rua Mário Barbosa Rodrigues,São Paulo,392,4,5,4,1700000,False,Interlagos
Rua Ponta Porã,São Paulo,220,3,3,3,1300000,False,Vila Ipojuca
,São Paulo,617,4,6,8,3700000,False,Jardim Morumbi
Rua Açaré,São Paulo,212,3,3,3,2240000,False,Alto de Pinheiros
Rua Aurora Contieri,São Paulo,204,3,5,2,2000000,False,Sumarezinho
Rua Dona Brígida,São Paulo,265,4,3,2,2200000,False,Vila Mariana
Rua Maria Teresa Assunção,São Paulo,160,3,3,2,636000,False,Vila São Geraldo
,São Paulo,1452,4,5,14,16000000,False,Jardim Guedala
,São Paulo,400,4,5,4,1600000,False,Jardim Londrina
Rua Visconde de Ourem,São Paulo,100,2,2,1,490000,False,Jardim Aeroporto
Rua Chiquinha Rodrigues,São Paulo,214,3,3,4,1800000,False,Caxingui
Rua Péricles,São Paulo,250,4,6,4,12000,True,Jardim Petrópolis
Rua Sofia,São Paulo,350,4,6,3,5850000,False,Jardim Europa
,São Paulo,584,6,7,6,2200000,False,Jardim Leonor
Rua Diogo Rodrigues Marques,São Paulo,100,3,2,4,735000,False,Campo Grande
Rua Gomes Freire,São Paulo,161,3,2,2,920000,False,Lapa
Rua Comendador Joaquim Gomes de Oliveira,São Paulo,110,2,2,1,740000,False,Vila São Francisco
Rua Manduri,São Paulo,750,5,8,5,10300000,False,Jardim Paulistano
Rua Alvarenga,São Paulo,400,4,3,4,10000,True,Butantã
Rua João Batista Leme da Silva,São Paulo,170,3,3,2,1500000,False,Vila Madalena
Rua Guaianaz da Fonseca,São Paulo,220,4,5,4,1790000,False,Vila Madalena
Travessa Doutor Adilson Rodrigues,São Paulo,140,3,2,1,660000,False,Vila Mariana
Rua Antilhas,São Paulo,600,5,4,8,12000000,False,Jardim América
,São Paulo,200,3,1,2,1500000,False,Jardim da Saúde
,São Paulo,349,4,2,5,3500000,False,Alto de Pinheiros
Rua Laerte Assunção,São Paulo,400,4,6,5,7000000,False,Jardim Paulistano
Rua Doutor Octávio de Oliveira Santos,São Paulo,300,4,5,3,1350000,False,Brooklin Paulista
,São Paulo,165,3,3,3,1600000,False,Vila Cruzeiro
Avenida Parada Pinto,São Paulo,280,3,3,6,4000,True,Vila Nova Cachoeirinha
,São Paulo,260,3,3,3,720000,False,Quinta da Paineira
Rua Caropá,São Paulo,217,4,5,4,1800000,False,Vila Madalena
Rua Tomé Portes,São Paulo,266,4,5,2,1500000,False,Brooklin Paulista
Avenida Padre Pereira de Andrade,São Paulo,312,3,4,5,3150000,False,Boaçava
Rua Plínio Salgado,São Paulo,151,2,2,3,1500000,False,Jardim Peri Peri
Rua Frederico Von Martius,São Paulo,300,3,5,2,1399900,False,Vila Monumento
,São Paulo,600,3,3,4,28000,True,Jardim América
Rua Amílcar Barbuy,São Paulo,180,4,5,3,1200000,False,Parque São Domingos
Rua Colatino Marques,São Paulo,320,3,5,2,17000,True,Jardim Paulista
Rua Almirante Pereira Guimarães,São Paulo,700,5,5,16,5897000,False,Pacaembu
Rua Demóstenes,São Paulo,119,2,2,2,850000,False,Campo Belo
Rua Pero Correia,São Paulo,296,4,6,3,1300000,False,Vila Mariana
Rua Ita,São Paulo,135,3,2,2,499000,False,Vila Santos
Rua Ubaíra,São Paulo,200,3,4,4,1990000,False,Indianópolis
Rua Marcelino Champagnat,São Paulo,250,4,4,2,1600000,False,Jardim da Glória
Rua General Manuel Vargas,São Paulo,96,3,1,2,658000,False,Cidade Vargas
,São Paulo,200,3,3,2,997000,False,Perdizes
,São Paulo,454,3,5,3,3300000,False,Chácara Monte Alegre
Praça Pinheiro da Cunha,São Paulo,174,3,3,4,900000,False,Ipiranga
Rua Caixanas,São Paulo,551,4,8,6,5000000,False,Jardim Guedala
Rua Cambará,São Paulo,170,3,4,4,1050000,False,Vila Bertioga
,São Paulo,550,4,5,4,3500000,False,Jardim Leonor
Rua Agostinho Gomes,São Paulo,150,2,3,2,1020000,False,Ipiranga
Rua Conselheiro Torres Homem,São Paulo,250,4,5,4,4900000,False,Jardim Paulista
Rua Groenlândia,São Paulo,815,4,8,4,25000000,False,Jardim América
,São Paulo,378,10,8,8,950000,False,Jardim Gonzaga
Rua Dom Tomás Costa e Lima,São Paulo,388,3,6,5,4890000,False,Vila Tramontano
Rua Palmares,São Paulo,315,4,5,5,1700000,False,Brooklin Paulista
,São Paulo,223,4,3,3,1900010,False,Vila Madalena
Rua Nestor Moreira,São Paulo,234,3,1,2,1500000,False,Jardim da Glória
,São Paulo,90,3,2,1,600000,False,Liberdade
Rua Amsterdam,São Paulo,124,3,2,2,600000,False,Vila Campestre
,São Paulo,190,3,3,4,1500000,False,Jardim Campo Grande
Rua Colombo Florence,São Paulo,370,3,3,6,930000,False,Parque Fongaro
Rua Geórgia,São Paulo,320,4,6,5,12000,True,Brooklin Paulista
,São Paulo,300,3,3,4,1950000,False,Morumbi
Rua Henrique Martins,São Paulo,723,3,6,4,18000000,False,Jardim Paulista
,São Paulo,400,4,5,6,5700000,False,Jardim Europa
Rua Turi,São Paulo,90,2,1,1,1700000,False,Vila Madalena
Avenida Diógenes Ribeiro de Lima,São Paulo,255,4,3,3,3950000,False,Alto de Pinheiros
,São Paulo,71,2,3,1,390000,False,Vila Jacuí
Rua Márcio Humberto Gandolpho,São Paulo,150,3,2,2,650000,False,Imirim
Rua Gradau,São Paulo,110,2,3,2,485000,False,Vila Bela
Rua Francisco Dias,São Paulo,121,3,3,2,1300000,False,Bosque da Saúde
Rua Domingos Neto,São Paulo,80,1,1,2,450000,False,Vila Marari
Rua Cruzeiro,São Paulo,150,2,2,1,430000,False,Barra Funda
Rua Afonso Bandeira de Melo,São Paulo,277,3,2,2,1400000,False,Campo Belo
,São Paulo,180,3,3,3,870000,False,Jardim Brasil
Rua Milton Strenger,São Paulo,150,3,2,2,750000,False,Parque Continental
,São Paulo,367,12,5,4,950000,False,Parque São Lucas
Rua Afonso Bandeira de Melo,São Paulo,210,3,1,2,1100000,False,Campo Belo
,São Paulo,420,4,6,5,5490000,False,Chácara Santo Antônio
Rua Itaperuna,São Paulo,1000,4,9,4,11990000,False,Pacaembu
Rua Apinajés,São Paulo,140,3,2,1,1380000,False,Sumaré
,São Paulo,900,5,7,10,5800000,False,Jardim Guedala
,São Paulo,800,4,7,6,14500000,False,Pinheiros
Rua da Constituinte,São Paulo,160,3,4,3,1250000,False,Ipiranga
Rua Bernardo Sanches,São Paulo,533,3,5,6,2200000,False,Real Parque
Avenida Ireré,São Paulo,400,4,5,3,2758000,False,Planalto Paulista
,São Paulo,94,2,2,2,550000,False,Lar São Paulo
Rua Amandaba,São Paulo,205,3,3,4,1200000,False,Jardim Prudência
Rua Coronel Irlandino Sandoval,São Paulo,390,4,4,5,5050000,False,Jardim Paulistano
,São Paulo,400,3,4,4,4490000,False,Butantã
,São Paulo,455,3,5,3,4850000,False,Morumbi
Rua Otávio Tarquínio de Souza,São Paulo,214,3,4,3,1300000,False,Campo Belo
Rua Francisco de Paula Brito,São Paulo,250,4,6,4,2150000,False,Planalto Paulista
Avenida Ibirapuera,São Paulo,200,3,2,1,1300000,False,Indianópolis
Rua Monsenhor Manuel Vicente,São Paulo,200,3,3,2,1200000,False,Vila Mariana
Rua Fabiano Alves,São Paulo,160,3,3,2,899000,False,Parque da Vila Prudente
,São Paulo,604,4,5,6,12000000,False,Vila Madalena
Rua Nicolau Barreto,São Paulo,85,2,1,1,530000,False,Vila Cordeiro
Rua Banibás,São Paulo,400,4,6,4,4400000,False,Alto de Pinheiros
Rua Carpina,São Paulo,600,6,5,6,3700000,False,Jardim Everest
Alameda dos Guaicanãs,São Paulo,202,3,3,2,1390000,False,Planalto Paulista
,São Paulo,200,3,1,2,630000,False,Jardim Monte Kemel
Rua Padre Manuel de Chaves,São Paulo,120,3,3,2,2500000,False,Jardim Europa
,São Paulo,650,3,4,6,11000,True,Morumbi
Rua dos Manacás,São Paulo,377,4,6,4,3800000,False,Cidade Jardim
Rua Inácio Manuel Álvares,São Paulo,178,3,4,5,770000,False,Jardim Ester
Rua Cinco de Julho,São Paulo,130,3,3,3,750000,False,Vila Nair
Rua Apinajés,São Paulo,246,3,3,3,2700000,False,Pompeia
Rua Nicolau Barreto,São Paulo,177,4,6,2,1500000,False,Vila Cordeiro
Rua Jorge Faleiros,São Paulo,190,3,2,3,480000,False,Jabaquara
Rua Henrique Jacobs,São Paulo,211,3,3,4,699000,False,Vila Santa Teresa
Rua Gassipós,São Paulo,210,3,4,4,2150000,False,Vila Mariana
,São Paulo,140,3,3,3,340000,False,Jardim Floresta
Rua Engenheiro Reynaldo Cajado,São Paulo,200,3,3,4,1270000,False,Tatuapé
Rua Brás Lourenço,São Paulo,216,3,1,3,950000,False,Vila Mariana
,São Paulo,900,5,10,10,5800000,False,Jardim Guedala
Rua Boytac,São Paulo,500,5,8,5,10700000,False,Cidade Jardim
Rua Capricho,São Paulo,179,3,2,6,620000,False,Vila Nivi
Avenida Aratãs,São Paulo,140,2,2,2,1800000,False,Indianópolis
Rua Pedro Nascimento Ferrador,São Paulo,117,3,2,2,760000,False,Alto da Mooca
,São Paulo,234,3,2,4,15000,True,Perdizes
Rua São Luís do Paraitinga,São Paulo,284,3,3,8,780000,False,Quinta da Paineira
Rua Avaí,São Paulo,73,2,2,2,480000,False,Vila Bertioga
,São Paulo,1000,5,7,10,19000000,False,Jardim América
,São Paulo,155,2,1,2,400000,False,Chácara Mafalda
Rua das Zínias,São Paulo,550,4,7,4,20000,True,Cidade Jardim
,São Paulo,640,5,7,10,40000,True,Jardim Europa
,São Paulo,654,5,9,8,4200000,False,Jardim Leonor
Rua Bolívia,São Paulo,976,5,9,10,16000000,False,Jardim América
,São Paulo,302,4,8,3,2800000,False,Vila Madalena
,São Paulo,492,4,5,8,3500000,False,Jardim Leonor
,São Paulo,490,4,2,5,7000000,False,Jardim Paulistano
Rua Canumã,São Paulo,396,4,5,6,4100000,False,Santo Amaro
Rua Joazeiro,São Paulo,550,3,5,5,3900000,False,Sumaré
Rua Alice Macuco Alves,São Paulo,300,3,6,15,3500000,False,Alto de Pinheiros
Rua Cristiano Viana,São Paulo,120,3,1,1,1300000,False,Cerqueira César
Rua Ingarana,São Paulo,375,3,2,5,725000,False,Jardim Panorama
,São Paulo,255,4,3,3,989000,False,Super Quadra Morumbi
Avenida Miruna,São Paulo,185,2,4,3,1890000,False,Indianópolis
Rua Gregório Paes de Almeida,São Paulo,292,3,2,2,2500000,False,Vila Madalena
Rua Cristóvão Alves,São Paulo,180,3,2,3,849000,False,Vila Santana
Rua Félix Della Rosa,São Paulo,190,3,2,2,1500000,False,Vila Anglo Brasileira
,São Paulo,750,4,5,4,7300000,False,Santo Amaro
Rua Savigni,São Paulo,106,3,2,2,550000,False,Vila Bela
Rua Alberto Willo,São Paulo,300,4,4,3,2250000,False,Vila da Saúde
Rua Itapiru,São Paulo,128,2,2,3,960000,False,Saúde
,São Paulo,1100,6,7,6,14000000,False,Jardim Paulista
Rua Araporé,São Paulo,398,3,6,4,2950000,False,Jardim Guedala
Rua Professor Rocca Dordal,São Paulo,320,2,1,2,2240000,False,Vila Pompéia
Rua Ribeiro do Vale,São Paulo,220,3,3,3,1800000,False,Brooklin
,São Paulo,550,5,5,4,20000,True,Cidade Jardim
,São Paulo,455,3,3,4,2400000,False,Morumbi
Rua Marquês de Herval,São Paulo,90,2,2,1,530000,False,Vila da Saúde
Rua Conde D'Eu,São Paulo,312,4,3,3,1700000,False,Santo Amaro
Rua Mariano Procópio,São Paulo,360,3,6,5,1700000,False,Vila Monumento
Rua Irmão Justino Luís,São Paulo,260,4,2,4,1100000,False,Vila Monumento
,São Paulo,722,6,8,4,8500000,False,Jardim Europa
,São Paulo,83,3,3,2,550000,False,Jardim Taboão
Avenida Camilo Castelo Branco,São Paulo,145,2,1,2,905000,False,Vila Gumercindo
,São Paulo,640,3,5,4,18000,True,Cidade Jardim
Rua Jácomo Passarelli,São Paulo,400,5,8,12,1390000,False,Jardim Santa Helena
Rua Alto do Bonfim,São Paulo,200,3,3,2,860000,False,Conjunto Residencial Jardim Canaã
Avenida Ramalho Ortigão,São Paulo,110,2,1,2,710000,False,Vila Gumercindo
,São Paulo,125,3,4,2,690000,False,Jardim Monte Kemel
Rua Caiapônia,São Paulo,180,3,5,2,1675000,False,Alto da Lapa
,São Paulo,1100,4,7,8,4900000,False,Morumbi
Rua Doutor Valentino Sola,São Paulo,214,3,1,4,1800000,False,Jardim da Glória
Rua Maracaí,São Paulo,400,4,2,4,2500000,False,Aclimação
